Specimen,Setting_cat,Organism_group,Organism,Total_isolates,Antibiotic,Susceptibility_%
Blood,Overall,Gram negative,Escherichia coli,260.0,ERTAPENEM,97.30769348144533
Blood,Overall,Gram negative,Escherichia coli,260.0,GENTAMICIN,
Blood,Overall,Gram negative,Escherichia coli,260.0,IMIPENEM,97.69230651855467
Blood,Overall,Gram negative,Escherichia coli,260.0,LEVOFLOXACIN,35.38461685180664
Blood,Overall,Gram negative,Escherichia coli,260.0,MEROPENEM,97.30769348144533
Blood,Overall,Gram negative,Escherichia coli,260.0,PIPERACILLIN / TAZOBACTAM,89.96139526367188
Blood,Overall,Gram negative,Escherichia coli,260.0,TETRACYCLINE,
Blood,Overall,Gram negative,Klebsiella pneumoniae,88.0,AMIKACIN,97.7272720336914
Blood,Overall,Gram negative,Klebsiella pneumoniae,88.0,AMOXICILLIN/CLAVULANIC ACID,81.81818389892578
Blood,Overall,Gram negative,Klebsiella pneumoniae,88.0,AMPICILLIN,
Blood,Overall,Gram negative,Klebsiella pneumoniae,88.0,AMPICILLIN / SULBACTAM,
Blood,Overall,Gram negative,Klebsiella pneumoniae,88.0,CEFAZOLIN,
Blood,Overall,Gram negative,Klebsiella pneumoniae,88.0,CEFEPIME,
Blood,Overall,Gram negative,Klebsiella pneumoniae,88.0,CEFOPERAZONE / SULBACTAM,94.31818389892578
Blood,Overall,Gram negative,Klebsiella pneumoniae,88.0,CEFOTAXIME,
Blood,Overall,Gram negative,Klebsiella pneumoniae,88.0,CEFOXITIN,
Blood,Overall,Gram negative,Klebsiella pneumoniae,88.0,CEFTAZIDIME,79.54545593261719
Blood,Overall,Gram negative,Klebsiella pneumoniae,88.0,CEFTRIAXONE,75.0
Blood,Overall,Gram negative,Klebsiella pneumoniae,88.0,CEFUROXIME SODIUM (PARENTERAL),
Blood,Overall,Gram negative,Klebsiella pneumoniae,88.0,CHLORAMPHENICOL,
Blood,Overall,Gram negative,Klebsiella pneumoniae,88.0,CIPROFLOXACIN,61.3636360168457
Blood,Overall,Gram negative,Klebsiella pneumoniae,88.0,CO-TRIMOXAZOLE,
Blood,Overall,Gram negative,Klebsiella pneumoniae,88.0,COLISTIN BY MIC,98.86364364624023
Blood,Overall,Gram negative,Klebsiella pneumoniae,88.0,ERTAPENEM,96.59090423583984
Blood,Overall,Gram negative,Klebsiella pneumoniae,88.0,GENTAMICIN,
Blood,Overall,Gram negative,Klebsiella pneumoniae,88.0,IMIPENEM,96.59090423583984
Blood,Overall,Gram negative,Klebsiella pneumoniae,88.0,LEVOFLOXACIN,61.3636360168457
Blood,Overall,Gram negative,Klebsiella pneumoniae,88.0,MEROPENEM,97.7272720336914
Blood,Overall,Gram negative,Klebsiella pneumoniae,88.0,PIPERACILLIN / TAZOBACTAM,86.36363983154297
Blood,Overall,Gram negative,Klebsiella pneumoniae,88.0,TETRACYCLINE,
Blood,Overall,Gram negative,Klebsiella spp.,6.0,AMIKACIN,100.0
Blood,Overall,Gram negative,Klebsiella spp.,6.0,AMOXICILLIN/CLAVULANIC ACID,33.333335876464844
Blood,Overall,Gram negative,Klebsiella spp.,6.0,AMPICILLIN,
Blood,Overall,Gram negative,Klebsiella spp.,6.0,AMPICILLIN / SULBACTAM,
Blood,Overall,Gram negative,Klebsiella spp.,6.0,CEFAZOLIN,
Blood,Overall,Gram negative,Klebsiella spp.,6.0,CEFEPIME,
Blood,Overall,Gram negative,Klebsiella spp.,6.0,CEFOPERAZONE / SULBACTAM,100.0
Blood,Overall,Gram negative,Klebsiella spp.,6.0,CEFOTAXIME,
Blood,Overall,Gram negative,Klebsiella spp.,6.0,CEFOXITIN,
Blood,Overall,Gram negative,Klebsiella spp.,6.0,CEFTAZIDIME,100.0
Blood,Overall,Gram negative,Klebsiella spp.,6.0,CEFTRIAXONE,83.33332824707031
Blood,Overall,Gram negative,Klebsiella spp.,6.0,CEFUROXIME SODIUM (PARENTERAL),
Blood,Overall,Gram negative,Klebsiella spp.,6.0,CHLORAMPHENICOL,
Blood,Overall,Gram negative,Klebsiella spp.,6.0,CIPROFLOXACIN,100.0
Blood,Overall,Gram negative,Klebsiella spp.,6.0,CO-TRIMOXAZOLE,
Blood,Overall,Gram negative,Klebsiella spp.,6.0,COLISTIN BY MIC,100.0
Blood,Overall,Gram negative,Klebsiella spp.,6.0,ERTAPENEM,100.0
Blood,Overall,Gram negative,Klebsiella spp.,6.0,GENTAMICIN,
Blood,Overall,Gram negative,Klebsiella spp.,6.0,IMIPENEM,83.33332824707031
Blood,Overall,Gram negative,Klebsiella spp.,6.0,LEVOFLOXACIN,83.33332824707031
Blood,Overall,Gram negative,Klebsiella spp.,6.0,MEROPENEM,100.0
Blood,Overall,Gram negative,Klebsiella spp.,6.0,PIPERACILLIN / TAZOBACTAM,83.33332824707031
Blood,Overall,Gram negative,Klebsiella spp.,6.0,TETRACYCLINE,
Blood,Overall,Gram negative,Morganella morganii,5.0,AMIKACIN,100.0
Blood,Overall,Gram negative,Morganella morganii,5.0,AMOXICILLIN/CLAVULANIC ACID,
Blood,Overall,Gram negative,Morganella morganii,5.0,AMPICILLIN,
Blood,Overall,Gram negative,Morganella morganii,5.0,AMPICILLIN / SULBACTAM,
Blood,Overall,Gram negative,Morganella morganii,5.0,CEFAZOLIN,
Blood,Overall,Gram negative,Morganella morganii,5.0,CEFEPIME,
Blood,Overall,Gram negative,Morganella morganii,5.0,CEFOPERAZONE / SULBACTAM,100.0
Blood,Overall,Gram negative,Morganella morganii,5.0,CEFOTAXIME,
Blood,Overall,Gram negative,Morganella morganii,5.0,CEFOXITIN,
Blood,Overall,Gram negative,Morganella morganii,5.0,CEFTAZIDIME,80.0
Blood,Overall,Gram negative,Morganella morganii,5.0,CEFTRIAXONE,80.0
Blood,Overall,Gram negative,Morganella morganii,5.0,CEFUROXIME SODIUM (PARENTERAL),
Blood,Overall,Gram negative,Morganella morganii,5.0,CHLORAMPHENICOL,
Blood,Overall,Gram negative,Morganella morganii,5.0,CIPROFLOXACIN,60.00000381469727
Blood,Overall,Gram negative,Morganella morganii,5.0,CO-TRIMOXAZOLE,
Blood,Overall,Gram negative,Morganella morganii,5.0,COLISTIN BY MIC,
Blood,Overall,Gram negative,Morganella morganii,5.0,ERTAPENEM,100.0
Blood,Overall,Gram negative,Morganella morganii,5.0,GENTAMICIN,
Blood,Overall,Gram negative,Morganella morganii,5.0,IMIPENEM,20.0
Blood,Overall,Gram negative,Morganella morganii,5.0,LEVOFLOXACIN,60.00000381469727
Blood,Overall,Gram negative,Morganella morganii,5.0,MEROPENEM,100.0
Blood,Overall,Gram negative,Morganella morganii,5.0,PIPERACILLIN / TAZOBACTAM,100.0
Blood,Overall,Gram negative,Morganella morganii,5.0,TETRACYCLINE,
Blood,Overall,Gram negative,Proteus mirabilis,23.0,AMIKACIN,100.0
Blood,Overall,Gram negative,Proteus mirabilis,23.0,AMOXICILLIN/CLAVULANIC ACID,34.78260803222656
Blood,Overall,Gram negative,Proteus mirabilis,23.0,AMPICILLIN,
Blood,Overall,Gram negative,Proteus mirabilis,23.0,AMPICILLIN / SULBACTAM,
Blood,Overall,Gram negative,Proteus mirabilis,23.0,CEFAZOLIN,
Blood,Overall,Gram negative,Proteus mirabilis,23.0,CEFEPIME,
Blood,Overall,Gram negative,Proteus mirabilis,23.0,CEFOPERAZONE / SULBACTAM,86.9565200805664
Blood,Overall,Gram negative,Proteus mirabilis,23.0,CEFOTAXIME,
Blood,Overall,Gram negative,Proteus mirabilis,23.0,CEFOXITIN,
Blood,Overall,Gram negative,Proteus mirabilis,23.0,CEFTAZIDIME,78.26087188720703
Blood,Overall,Gram negative,Proteus mirabilis,23.0,CEFTRIAXONE,78.26087188720703
Blood,Overall,Gram negative,Proteus mirabilis,23.0,CEFUROXIME SODIUM (PARENTERAL),
Blood,Overall,Gram negative,Proteus mirabilis,23.0,CHLORAMPHENICOL,
Blood,Overall,Gram negative,Proteus mirabilis,23.0,CIPROFLOXACIN,73.91304016113281
Blood,Overall,Gram negative,Proteus mirabilis,23.0,CO-TRIMOXAZOLE,
Blood,Overall,Gram negative,Proteus mirabilis,23.0,COLISTIN BY MIC,
Blood,Overall,Gram negative,Proteus mirabilis,23.0,ERTAPENEM,73.91304016113281
Blood,Overall,Gram negative,Proteus mirabilis,23.0,GENTAMICIN,
Blood,Overall,Gram negative,Proteus mirabilis,23.0,IMIPENEM,4.34782600402832
Blood,Overall,Gram negative,Proteus mirabilis,23.0,LEVOFLOXACIN,73.91304016113281
Blood,Overall,Gram negative,Proteus mirabilis,23.0,MEROPENEM,91.30435180664062
Blood,Overall,Gram negative,Proteus mirabilis,23.0,PIPERACILLIN / TAZOBACTAM,100.0
Blood,Overall,Gram negative,Proteus mirabilis,23.0,TETRACYCLINE,
Blood,Overall,Gram negative,Pseudomonas aeruginosa,15.0,AMOXICILLIN/CLAVULANIC ACID,
Blood,Overall,Gram negative,Pseudomonas aeruginosa,15.0,AMPICILLIN,
Blood,Overall,Gram negative,Pseudomonas aeruginosa,15.0,AMPICILLIN / SULBACTAM,
Blood,Overall,Gram negative,Pseudomonas aeruginosa,15.0,CEFEPIME,
Blood,Overall,Gram negative,Pseudomonas aeruginosa,15.0,CEFOTAXIME,
Blood,Overall,Gram negative,Pseudomonas aeruginosa,15.0,CEFTAZIDIME,93.33333587646484
Blood,Overall,Gram negative,Pseudomonas aeruginosa,15.0,CEFTRIAXONE,
Blood,Overall,Gram negative,Pseudomonas aeruginosa,15.0,CHLORAMPHENICOL,
Blood,Overall,Gram negative,Pseudomonas aeruginosa,15.0,CIPROFLOXACIN,100.0
Blood,Overall,Gram negative,Pseudomonas aeruginosa,15.0,CO-TRIMOXAZOLE,
Blood,Overall,Gram negative,Pseudomonas aeruginosa,15.0,COLISTIN BY MIC,100.0
Blood,Overall,Gram negative,Pseudomonas aeruginosa,15.0,ERTAPENEM,
Blood,Overall,Gram negative,Pseudomonas aeruginosa,15.0,IMIPENEM,100.0
Blood,Overall,Gram negative,Pseudomonas aeruginosa,15.0,LEVOFLOXACIN,93.33333587646484
Blood,Overall,Gram negative,Pseudomonas aeruginosa,15.0,MEROPENEM,100.0
Blood,Overall,Gram negative,Pseudomonas aeruginosa,15.0,PIPERACILLIN / TAZOBACTAM,86.66666412353516
Blood,Overall,Gram negative,Pseudomonas aeruginosa,15.0,TETRACYCLINE,
Blood,Overall,Gram negative,Salmonella spp.,16.0,AMPICILLIN,
Blood,Overall,Gram negative,Salmonella spp.,16.0,CEFOPERAZONE / SULBACTAM,100.0
Blood,Overall,Gram negative,Salmonella spp.,16.0,CEFOTAXIME,
Blood,Overall,Gram negative,Salmonella spp.,16.0,CEFTAZIDIME,100.0
Blood,Overall,Gram negative,Salmonella spp.,16.0,CEFTRIAXONE,100.0
Blood,Overall,Gram negative,Salmonella spp.,16.0,CHLORAMPHENICOL,
Blood,Overall,Gram negative,Salmonella spp.,16.0,CIPROFLOXACIN,0.0
Blood,Overall,Gram negative,Salmonella spp.,16.0,CO-TRIMOXAZOLE,
Blood,Overall,Gram negative,Salmonella spp.,16.0,LEVOFLOXACIN,62.5
Blood,Overall,Gram positive,Enterococcus faecalis,12.0,AMIKACIN,
Blood,Overall,Gram positive,Enterococcus faecalis,12.0,AMPICILLIN,91.66667175292967
Blood,Overall,Gram positive,Enterococcus faecalis,12.0,CEFAZOLIN,
Blood,Overall,Gram positive,Enterococcus faecalis,12.0,CEFEPIME,
Blood,Overall,Gram positive,Enterococcus faecalis,12.0,CEFOPERAZONE / SULBACTAM,
Blood,Overall,Gram positive,Enterococcus faecalis,12.0,CEFOTAXIME,
Blood,Overall,Gram positive,Enterococcus faecalis,12.0,CEFTAZIDIME,
Blood,Overall,Gram positive,Enterococcus faecalis,12.0,CEFTRIAXONE,
Blood,Overall,Gram positive,Enterococcus faecalis,12.0,CEFUROXIME SODIUM (PARENTERAL),
Blood,Overall,Gram positive,Enterococcus faecalis,12.0,CLINDAMYCIN,
Blood,Overall,Gram positive,Enterococcus faecalis,12.0,CO-TRIMOXAZOLE,
Blood,Overall,Gram positive,Enterococcus faecalis,12.0,ERYTHROMYCIN,0.0
Blood,Overall,Gram positive,Enterococcus faecalis,12.0,GENTAMICIN,
Blood,Overall,Gram positive,Enterococcus faecalis,12.0,GENTAMICIN 120 ΜG,
Blood,Overall,Gram positive,Enterococcus faecalis,12.0,PENICILLIN,
Blood,Overall,Gram positive,Enterococcus faecalis,12.0,PENICILLIN BY MIC,
Blood,Overall,Gram positive,Enterococcus faecalis,12.0,TEICOPLANIN,
Blood,Overall,Gram positive,Enterococcus faecalis,12.0,VANCOMYCIN,100.0
Blood,Overall,Gram positive,Enterococcus faecium,8.0,AMIKACIN,
Blood,Overall,Gram positive,Enterococcus faecium,8.0,AMPICILLIN,0.0
Blood,Overall,Gram positive,Enterococcus faecium,8.0,CEFAZOLIN,
Blood,Overall,Gram positive,Enterococcus faecium,8.0,CEFEPIME,
Blood,Overall,Gram positive,Enterococcus faecium,8.0,CEFOPERAZONE / SULBACTAM,
Blood,Overall,Gram positive,Enterococcus faecium,8.0,CEFOTAXIME,
Blood,Overall,Gram positive,Enterococcus faecium,8.0,CEFTAZIDIME,
Blood,Overall,Gram positive,Enterococcus faecium,8.0,CEFTRIAXONE,
Blood,Overall,Gram positive,Enterococcus faecium,8.0,CEFUROXIME SODIUM (PARENTERAL),
Blood,Overall,Gram positive,Enterococcus faecium,8.0,CLINDAMYCIN,
Blood,Overall,Gram positive,Enterococcus faecium,8.0,CO-TRIMOXAZOLE,
Blood,Overall,Gram positive,Enterococcus faecium,8.0,ERYTHROMYCIN,0.0
Blood,Overall,Gram positive,Enterococcus faecium,8.0,GENTAMICIN,
Blood,Overall,Gram positive,Enterococcus faecium,8.0,GENTAMICIN 120 ΜG,
Blood,Overall,Gram positive,Enterococcus faecium,8.0,PENICILLIN,
Blood,Overall,Gram positive,Enterococcus faecium,8.0,PENICILLIN BY MIC,
Blood,Overall,Gram positive,Enterococcus faecium,8.0,TEICOPLANIN,
Blood,Overall,Gram positive,Enterococcus faecium,8.0,VANCOMYCIN,85.71428680419922
Blood,Overall,Gram positive,Enterococcus spp.,6.0,AMPICILLIN,100.0
Blood,Overall,Gram positive,Enterococcus spp.,6.0,ERYTHROMYCIN,33.333335876464844
Blood,Overall,Gram positive,Enterococcus spp.,6.0,GENTAMICIN 120 ΜG,
Blood,Overall,Gram positive,Enterococcus spp.,6.0,PENICILLIN,
Blood,Overall,Gram positive,Enterococcus spp.,6.0,PENICILLIN BY MIC,
Blood,Overall,Gram positive,Enterococcus spp.,6.0,TEICOPLANIN,
Blood,Overall,Gram positive,Enterococcus spp.,6.0,VANCOMYCIN,83.33332824707031
Blood,Overall,Gram positive,Staphylococcus aureus (all isolates),7.0,CHLORAMPHENICOL,
Blood,Overall,Gram positive,Staphylococcus aureus (all isolates),7.0,CIPROFLOXACIN,57.142860412597656
Blood,Overall,Gram positive,Staphylococcus aureus (all isolates),7.0,CLINDAMYCIN,28.571430206298828
Blood,Overall,Gram positive,Staphylococcus aureus (all isolates),7.0,CO-TRIMOXAZOLE,100.0
Blood,Overall,Gram positive,Staphylococcus aureus (all isolates),7.0,ERYTHROMYCIN,28.571430206298828
Blood,Overall,Gram positive,Staphylococcus aureus (all isolates),7.0,GENTAMICIN,100.0
Blood,Overall,Gram positive,Staphylococcus aureus (all isolates),7.0,LEVOFLOXACIN,
Blood,Overall,Gram positive,Staphylococcus aureus (all isolates),7.0,OXACILLIN,
Blood,Overall,Gram positive,Staphylococcus aureus (all isolates),7.0,PENICILLIN,
Blood,Overall,Gram positive,Staphylococcus aureus (all isolates),7.0,PENICILLIN BY MIC,0.0
Blood,Overall,Gram positive,Staphylococcus aureus (all isolates),7.0,TEICOPLANIN,
Blood,Overall,Gram positive,Staphylococcus aureus (all isolates),7.0,TETRACYCLINE,57.142860412597656
Blood,Overall,Gram positive,Staphylococcus aureus (all isolates),7.0,VANCOMYCIN,100.0
Blood,Overall,Gram positive,Staphylococcus aureus (all isolates),49.0,CHLORAMPHENICOL,
Blood,Overall,Gram positive,Staphylococcus aureus (all isolates),49.0,CIPROFLOXACIN,95.91836547851562
Blood,Overall,Gram positive,Staphylococcus aureus (all isolates),49.0,CLINDAMYCIN,91.83673095703124
Blood,Overall,Gram positive,Staphylococcus aureus (all isolates),49.0,CO-TRIMOXAZOLE,93.87755584716795
Blood,Overall,Gram positive,Staphylococcus aureus (all isolates),49.0,ERYTHROMYCIN,89.79591369628906
Blood,Overall,Gram positive,Staphylococcus aureus (all isolates),49.0,GENTAMICIN,95.91836547851562
Blood,Overall,Gram positive,Staphylococcus aureus (all isolates),49.0,LEVOFLOXACIN,
Blood,Overall,Gram positive,Staphylococcus aureus (all isolates),49.0,OXACILLIN,
Blood,Overall,Gram positive,Staphylococcus aureus (all isolates),49.0,PENICILLIN,
Blood,Overall,Gram positive,Staphylococcus aureus (all isolates),49.0,PENICILLIN BY MIC,28.571430206298828
Blood,Overall,Gram positive,Staphylococcus aureus (all isolates),49.0,TEICOPLANIN,
Blood,Overall,Gram positive,Staphylococcus aureus (all isolates),49.0,TETRACYCLINE,55.1020393371582
Blood,Overall,Gram positive,Staphylococcus aureus (all isolates),49.0,VANCOMYCIN,100.0
Blood,Overall,Gram positive,Staphylococcus aureus (all isolates),55.0,CHLORAMPHENICOL,
Blood,Overall,Gram positive,Staphylococcus aureus (all isolates),55.0,CIPROFLOXACIN,90.90909576416016
Blood,Overall,Gram positive,Staphylococcus aureus (all isolates),55.0,CLINDAMYCIN,83.63636016845703
Blood,Overall,Gram positive,Staphylococcus aureus (all isolates),55.0,CO-TRIMOXAZOLE,94.5454559326172
Blood,Overall,Gram positive,Staphylococcus aureus (all isolates),55.0,ERYTHROMYCIN,81.81818389892578
Blood,Overall,Gram positive,Staphylococcus aureus (all isolates),55.0,GENTAMICIN,96.36363220214844
Blood,Overall,Gram positive,Staphylococcus aureus (all isolates),55.0,LEVOFLOXACIN,
Blood,Overall,Gram positive,Staphylococcus aureus (all isolates),55.0,OXACILLIN,
Blood,Overall,Gram positive,Staphylococcus aureus (all isolates),55.0,PENICILLIN,
Blood,Overall,Gram positive,Staphylococcus aureus (all isolates),55.0,PENICILLIN BY MIC,25.45454406738281
Blood,Overall,Gram positive,Staphylococcus aureus (all isolates),55.0,TEICOPLANIN,
Blood,Overall,Gram positive,Staphylococcus aureus (all isolates),55.0,TETRACYCLINE,54.54545593261719
Blood,Overall,Gram positive,Staphylococcus aureus (all isolates),55.0,VANCOMYCIN,100.0
Blood,Overall,Gram positive,"Staphylococcus,coagulase negative",9.0,CHLORAMPHENICOL,
Blood,Overall,Gram positive,"Staphylococcus,coagulase negative",9.0,CIPROFLOXACIN,100.0
Blood,Overall,Gram positive,"Staphylococcus,coagulase negative",9.0,CLINDAMYCIN,87.5
Blood,Overall,Gram positive,"Staphylococcus,coagulase negative",9.0,CO-TRIMOXAZOLE,100.0
Blood,Overall,Gram positive,"Staphylococcus,coagulase negative",9.0,ERYTHROMYCIN,62.5
Blood,Overall,Gram positive,"Staphylococcus,coagulase negative",9.0,GENTAMICIN,100.0
Blood,Overall,Gram positive,"Staphylococcus,coagulase negative",9.0,LEVOFLOXACIN,
Blood,Overall,Gram positive,"Staphylococcus,coagulase negative",9.0,OXACILLIN,
Blood,Overall,Gram positive,"Staphylococcus,coagulase negative",9.0,PENICILLIN,
Blood,Overall,Gram positive,"Staphylococcus,coagulase negative",9.0,PENICILLIN BY MIC,62.5
Blood,Overall,Gram positive,"Staphylococcus,coagulase negative",9.0,TEICOPLANIN,
Blood,Overall,Gram positive,"Staphylococcus,coagulase negative",9.0,TETRACYCLINE,50.0
Blood,Overall,Gram positive,"Staphylococcus,coagulase negative",9.0,VANCOMYCIN,87.5
Blood,Overall,Gram positive,"Staphylococcus,coagulase negative",34.0,CHLORAMPHENICOL,
Blood,Overall,Gram positive,"Staphylococcus,coagulase negative",34.0,CIPROFLOXACIN,26.47058868408203
Blood,Overall,Gram positive,"Staphylococcus,coagulase negative",34.0,CLINDAMYCIN,17.647058486938477
Blood,Overall,Gram positive,"Staphylococcus,coagulase negative",34.0,CO-TRIMOXAZOLE,61.76470565795898
Blood,Overall,Gram positive,"Staphylococcus,coagulase negative",34.0,ERYTHROMYCIN,5.882352828979492
Blood,Overall,Gram positive,"Staphylococcus,coagulase negative",34.0,GENTAMICIN,47.05882263183594
Blood,Overall,Gram positive,"Staphylococcus,coagulase negative",34.0,LEVOFLOXACIN,
Blood,Overall,Gram positive,"Staphylococcus,coagulase negative",34.0,OXACILLIN,
Blood,Overall,Gram positive,"Staphylococcus,coagulase negative",34.0,PENICILLIN,
Blood,Overall,Gram positive,"Staphylococcus,coagulase negative",34.0,PENICILLIN BY MIC,0.0
Blood,Overall,Gram positive,"Staphylococcus,coagulase negative",34.0,TEICOPLANIN,
Blood,Overall,Gram positive,"Staphylococcus,coagulase negative",34.0,TETRACYCLINE,58.82353210449219
Blood,Overall,Gram positive,"Staphylococcus,coagulase negative",34.0,VANCOMYCIN,97.1
Blood,Overall,Gram positive,"Staphylococcus,coagulase negative",43.0,CHLORAMPHENICOL,
Blood,Overall,Gram positive,"Staphylococcus,coagulase negative",43.0,CIPROFLOXACIN,40.476192474365234
Blood,Overall,Gram positive,"Staphylococcus,coagulase negative",43.0,CLINDAMYCIN,30.952381134033203
Blood,Overall,Gram positive,"Staphylococcus,coagulase negative",43.0,CO-TRIMOXAZOLE,69.04761505126953
Blood,Overall,Gram positive,"Staphylococcus,coagulase negative",43.0,ERYTHROMYCIN,16.666667938232422
Blood,Overall,Gram positive,"Staphylococcus,coagulase negative",43.0,GENTAMICIN,57.142860412597656
Blood,Overall,Gram positive,"Staphylococcus,coagulase negative",43.0,LEVOFLOXACIN,
Blood,Overall,Gram positive,"Staphylococcus,coagulase negative",43.0,OXACILLIN,
Blood,Overall,Gram positive,"Staphylococcus,coagulase negative",43.0,PENICILLIN,
Blood,Overall,Gram positive,"Staphylococcus,coagulase negative",43.0,PENICILLIN BY MIC,11.904762268066406
Blood,Overall,Gram positive,"Staphylococcus,coagulase negative",43.0,TEICOPLANIN,
Blood,Overall,Gram positive,"Staphylococcus,coagulase negative",43.0,TETRACYCLINE,57.142860412597656
Blood,Overall,Gram positive,"Staphylococcus,coagulase negative",43.0,VANCOMYCIN,95.2
Blood,Overall,Gram positive,Streptococcus agalactiae,14.0,AMPICILLIN,100.0
Blood,Overall,Gram positive,Streptococcus agalactiae,14.0,CEFEPIME,
Blood,Overall,Gram positive,Streptococcus agalactiae,14.0,CEFOTAXIME,100.0
Blood,Overall,Gram positive,Streptococcus agalactiae,14.0,CEFTRIAXONE,100.0
Blood,Overall,Gram positive,Streptococcus agalactiae,14.0,CHLORAMPHENICOL,100.0
Blood,Overall,Gram positive,Streptococcus agalactiae,14.0,CLINDAMYCIN,92.85713958740234
Blood,Overall,Gram positive,Streptococcus agalactiae,14.0,ERYTHROMYCIN,100.0
Blood,Overall,Gram positive,Streptococcus agalactiae,14.0,LEVOFLOXACIN,100.0
Blood,Overall,Gram positive,Streptococcus agalactiae,14.0,PENICILLIN,
Blood,Overall,Gram positive,Streptococcus agalactiae,14.0,PENICILLIN BY MIC,100.0
Blood,Overall,Gram positive,Streptococcus agalactiae,14.0,TETRACYCLINE,28.571430206298828
Blood,Overall,Gram positive,Streptococcus agalactiae,14.0,VANCOMYCIN,100.0
Blood,Overall,Gram positive,Streptococcus pneumoniae,13.0,CEFUROXIME SODIUM (PARENTERAL),
Blood,Overall,Gram positive,Streptococcus pneumoniae,13.0,CHLORAMPHENICOL,84.61538696289062
Blood,Overall,Gram positive,Streptococcus pneumoniae,13.0,CLINDAMYCIN,30.76923179626465
Blood,Overall,Gram positive,Streptococcus pneumoniae,13.0,CO-TRIMOXAZOLE,38.46154022216797
Blood,Overall,Gram positive,Streptococcus pneumoniae,13.0,ERYTHROMYCIN,23.076923370361328
Blood,Overall,Gram positive,Streptococcus pneumoniae,13.0,LEVOFLOXACIN,92.30769348144533
Blood,Overall,Gram positive,Streptococcus pneumoniae,13.0,PENICILLIN,
Blood,Overall,Gram positive,Streptococcus pneumoniae,13.0,PENICILLIN BY MIC,15.384615898132324
Blood,Overall,Gram positive,Streptococcus pneumoniae,13.0,TETRACYCLINE,7.692307949066162
Blood,Overall,Gram positive,Streptococcus pneumoniae,13.0,VANCOMYCIN,91.66667175292967
Blood,Overall,Gram positive,Streptococcus pyogenes,21.0,AMPICILLIN,100.0
Blood,Overall,Gram positive,Streptococcus pyogenes,21.0,CEFEPIME,
Blood,Overall,Gram positive,Streptococcus pyogenes,21.0,CEFOTAXIME,95.23809814453124
Blood,Overall,Gram positive,Streptococcus pyogenes,21.0,CEFTRIAXONE,95.23809814453124
Blood,Overall,Gram positive,Streptococcus pyogenes,21.0,CHLORAMPHENICOL,95.23809814453124
Blood,Overall,Gram positive,Streptococcus pyogenes,21.0,CLINDAMYCIN,90.47618865966795
Blood,Overall,Gram positive,Streptococcus pyogenes,21.0,ERYTHROMYCIN,80.95238494873047
Blood,Overall,Gram positive,Streptococcus pyogenes,21.0,LEVOFLOXACIN,100.0
Blood,Overall,Gram positive,Streptococcus pyogenes,21.0,PENICILLIN,
Blood,Overall,Gram positive,Streptococcus pyogenes,21.0,PENICILLIN BY MIC,100.0
Blood,Overall,Gram positive,Streptococcus pyogenes,21.0,TETRACYCLINE,4.761904716491699
Blood,Overall,Gram positive,Streptococcus pyogenes,21.0,VANCOMYCIN,100.0
Blood,Overall,Gram positive,Streptococcus suis,12.0,AMPICILLIN,91.7
Blood,Overall,Gram positive,Streptococcus suis,12.0,CEFEPIME,
Blood,Overall,Gram positive,Streptococcus suis,12.0,CEFOTAXIME,41.66666412353516
Blood,Overall,Gram positive,Streptococcus suis,12.0,CEFTRIAXONE,41.66666412353516
Blood,Overall,Gram positive,Streptococcus suis,12.0,CHLORAMPHENICOL,81.81818389892578
Blood,Overall,Gram positive,Streptococcus suis,12.0,CLINDAMYCIN,0.0
Blood,Overall,Gram positive,Streptococcus suis,12.0,ERYTHROMYCIN,0.0
Blood,Overall,Gram positive,Streptococcus suis,12.0,LEVOFLOXACIN,100.0
Blood,Overall,Gram positive,Streptococcus suis,12.0,PENICILLIN BY MIC,18.18181800842285
Blood,Overall,Gram positive,Streptococcus suis,12.0,VANCOMYCIN,91.66667175292967
Blood,Overall,Gram positive,"Streptococcus,β-hemolytic not Group A,B,D",8.0,AMPICILLIN,100.0
Blood,Overall,Gram positive,"Streptococcus,β-hemolytic not Group A,B,D",8.0,CEFEPIME,
Blood,Overall,Gram positive,"Streptococcus,β-hemolytic not Group A,B,D",8.0,CEFOTAXIME,100.0
Blood,Overall,Gram positive,"Streptococcus,β-hemolytic not Group A,B,D",8.0,CEFTRIAXONE,100.0
Blood,Overall,Gram positive,"Streptococcus,β-hemolytic not Group A,B,D",8.0,CHLORAMPHENICOL,75.0
Blood,Overall,Gram positive,"Streptococcus,β-hemolytic not Group A,B,D",8.0,CLINDAMYCIN,62.5
Blood,Overall,Gram positive,"Streptococcus,β-hemolytic not Group A,B,D",8.0,ERYTHROMYCIN,62.5
Blood,Overall,Gram positive,"Streptococcus,β-hemolytic not Group A,B,D",8.0,LEVOFLOXACIN,87.5
Blood,Overall,Gram positive,"Streptococcus,β-hemolytic not Group A,B,D",8.0,PENICILLIN,
Blood,Overall,Gram positive,"Streptococcus,β-hemolytic not Group A,B,D",8.0,PENICILLIN BY MIC,100.0
Blood,Overall,Gram positive,"Streptococcus,β-hemolytic not Group A,B,D",8.0,TETRACYCLINE,25.0
Blood,Overall,Gram positive,"Streptococcus,β-hemolytic not Group A,B,D",8.0,VANCOMYCIN,87.5
