Specimen,Setting_cat,Organism_group,Organism,Total_isolates,Antibiotic,Susceptibility_%
Blood,Overall,Gram positive,Streptococcuss spp. Viridans Group,17.0,AMPICILLIN,88.2
Blood,Overall,Gram positive,Streptococcuss spp. Viridans Group,17.0,CEFEPIME,
Blood,Overall,Gram positive,Streptococcuss spp. Viridans Group,17.0,CEFOTAXIME,94.11764526367188
Blood,Overall,Gram positive,Streptococcuss spp. Viridans Group,17.0,CEFTRIAXONE,100.0
Blood,Overall,Gram positive,Streptococcuss spp. Viridans Group,17.0,CHLORAMPHENICOL,82.35294342041016
Blood,Overall,Gram positive,Streptococcuss spp. Viridans Group,17.0,CLINDAMYCIN,52.94117736816406
Blood,Overall,Gram positive,Streptococcuss spp. Viridans Group,17.0,ERYTHROMYCIN,50.0
Blood,Overall,Gram positive,Streptococcuss spp. Viridans Group,17.0,LEVOFLOXACIN,88.23529815673828
Blood,Overall,Gram positive,Streptococcuss spp. Viridans Group,17.0,PENICILLIN BY MIC,58.82353210449219
Blood,Overall,Gram positive,Streptococcuss spp. Viridans Group,17.0,VANCOMYCIN,94.11764526367188
Pus,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,24.0,AMIKACIN,100.0
Pus,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,24.0,AMOXICILLIN/CLAVULANIC ACID,
Pus,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,24.0,AMPICILLIN,
Pus,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,24.0,AMPICILLIN / SULBACTAM,
Pus,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,24.0,CEFEPIME,
Pus,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,24.0,CEFOTAXIME,
Pus,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,24.0,CEFTAZIDIME,12.5
Pus,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,24.0,CEFTRIAXONE,4.1666669845581055
Pus,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,24.0,CHLORAMPHENICOL,
Pus,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,24.0,CIPROFLOXACIN,20.83333206176757
Pus,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,24.0,CO-TRIMOXAZOLE,
Pus,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,24.0,COLISTIN BY MIC,100.0
Pus,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,24.0,ERTAPENEM,
Pus,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,24.0,GENTAMICIN,
Pus,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,24.0,IMIPENEM,16.666667938232422
Pus,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,24.0,LEVOFLOXACIN,20.83333206176757
Pus,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,24.0,MEROPENEM,16.666667938232422
Pus,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,24.0,PIPERACILLIN / TAZOBACTAM,16.666667938232422
Pus,Overall,Gram negative,Acinetobacter spp.,2.0,AMIKACIN,100.0
Pus,Overall,Gram negative,Acinetobacter spp.,2.0,AMPICILLIN / SULBACTAM,
Pus,Overall,Gram negative,Acinetobacter spp.,2.0,CEFEPIME,
Pus,Overall,Gram negative,Acinetobacter spp.,2.0,CEFOTAXIME,
Pus,Overall,Gram negative,Acinetobacter spp.,2.0,CEFTAZIDIME,50.0
Pus,Overall,Gram negative,Acinetobacter spp.,2.0,CEFTRIAXONE,50.0
Pus,Overall,Gram negative,Acinetobacter spp.,2.0,CIPROFLOXACIN,100.0
Pus,Overall,Gram negative,Acinetobacter spp.,2.0,CO-TRIMOXAZOLE,
Pus,Overall,Gram negative,Acinetobacter spp.,2.0,GENTAMICIN,
Pus,Overall,Gram negative,Acinetobacter spp.,2.0,IMIPENEM,50.0
Pus,Overall,Gram negative,Acinetobacter spp.,2.0,LEVOFLOXACIN,100.0
Pus,Overall,Gram negative,Acinetobacter spp.,2.0,MEROPENEM,50.0
Pus,Overall,Gram negative,Acinetobacter spp.,2.0,PIPERACILLIN / TAZOBACTAM,50.0
Pus,Overall,Gram negative,Enterobacter cloacae,20.0,AMIKACIN,100.0
Pus,Overall,Gram negative,Enterobacter cloacae,20.0,AMOXICILLIN/CLAVULANIC ACID,
Pus,Overall,Gram negative,Enterobacter cloacae,20.0,AMPICILLIN,
Pus,Overall,Gram negative,Enterobacter cloacae,20.0,AMPICILLIN / SULBACTAM,
Pus,Overall,Gram negative,Enterobacter cloacae,20.0,CEFAZOLIN,
Pus,Overall,Gram negative,Enterobacter cloacae,20.0,CEFEPIME,
Pus,Overall,Gram negative,Enterobacter cloacae,20.0,CEFOPERAZONE / SULBACTAM,90.0
Pus,Overall,Gram negative,Enterobacter cloacae,20.0,CEFOTAXIME,
Pus,Overall,Gram negative,Enterobacter cloacae,20.0,CEFOXITIN,
Pus,Overall,Gram negative,Enterobacter cloacae,20.0,CEFTAZIDIME,90.0
Pus,Overall,Gram negative,Enterobacter cloacae,20.0,CEFTRIAXONE,85.0
Pus,Overall,Gram negative,Enterobacter cloacae,20.0,CEFUROXIME SODIUM (PARENTERAL),
Pus,Overall,Gram negative,Enterobacter cloacae,20.0,CHLORAMPHENICOL,
Pus,Overall,Gram negative,Enterobacter cloacae,20.0,CIPROFLOXACIN,85.0
Pus,Overall,Gram negative,Enterobacter cloacae,20.0,CO-TRIMOXAZOLE,
Pus,Overall,Gram negative,Enterobacter cloacae,20.0,COLISTIN BY MIC,75.0
Pus,Overall,Gram negative,Enterobacter cloacae,20.0,ERTAPENEM,85.0
Pus,Overall,Gram negative,Enterobacter cloacae,20.0,GENTAMICIN,
Pus,Overall,Gram negative,Enterobacter cloacae,20.0,IMIPENEM,90.0
Pus,Overall,Gram negative,Enterobacter cloacae,20.0,LEVOFLOXACIN,85.0
Pus,Overall,Gram negative,Enterobacter cloacae,20.0,MEROPENEM,95.0
Pus,Overall,Gram negative,Enterobacter cloacae,20.0,PIPERACILLIN / TAZOBACTAM,85.0
Pus,Overall,Gram negative,Enterobacter cloacae,20.0,TETRACYCLINE,
Pus,Overall,Gram negative,Escherichia coli,64.0,AMIKACIN,90.625
Pus,Overall,Gram negative,Escherichia coli,64.0,AMOXICILLIN/CLAVULANIC ACID,65.625
Pus,Overall,Gram negative,Escherichia coli,64.0,AMPICILLIN,
Pus,Overall,Gram negative,Escherichia coli,64.0,AMPICILLIN / SULBACTAM,
Pus,Overall,Gram negative,Escherichia coli,64.0,CEFAZOLIN,
Pus,Overall,Gram negative,Escherichia coli,64.0,CEFEPIME,
Pus,Overall,Gram negative,Escherichia coli,64.0,CEFOPERAZONE / SULBACTAM,89.0625
Pus,Overall,Gram negative,Escherichia coli,64.0,CEFOTAXIME,
Pus,Overall,Gram negative,Escherichia coli,64.0,CEFOXITIN,
Pus,Overall,Gram negative,Escherichia coli,64.0,CEFTAZIDIME,70.3125
Pus,Overall,Gram negative,Escherichia coli,64.0,CEFTRIAXONE,37.5
Pus,Overall,Gram negative,Escherichia coli,64.0,CEFUROXIME SODIUM (PARENTERAL),
Pus,Overall,Gram negative,Escherichia coli,64.0,CHLORAMPHENICOL,
Pus,Overall,Gram negative,Escherichia coli,64.0,CIPROFLOXACIN,25.0
Pus,Overall,Gram negative,Escherichia coli,64.0,CO-TRIMOXAZOLE,
Pus,Overall,Gram negative,Escherichia coli,64.0,COLISTIN BY MIC,92.1875
Pus,Overall,Gram negative,Escherichia coli,64.0,ERTAPENEM,90.625
Pus,Overall,Gram negative,Escherichia coli,64.0,GENTAMICIN,
Pus,Overall,Gram negative,Escherichia coli,64.0,IMIPENEM,90.625
Pus,Overall,Gram negative,Escherichia coli,64.0,LEVOFLOXACIN,20.3125
Pus,Overall,Gram negative,Escherichia coli,64.0,MEROPENEM,90.625
Pus,Overall,Gram negative,Escherichia coli,64.0,PIPERACILLIN / TAZOBACTAM,79.6875
Pus,Overall,Gram negative,Escherichia coli,64.0,TETRACYCLINE,
Pus,Overall,Gram negative,Klebsiella pneumoniae,36.0,AMIKACIN,94.44444274902344
Pus,Overall,Gram negative,Klebsiella pneumoniae,36.0,AMOXICILLIN/CLAVULANIC ACID,69.44444274902344
Pus,Overall,Gram negative,Klebsiella pneumoniae,36.0,AMPICILLIN,
Pus,Overall,Gram negative,Klebsiella pneumoniae,36.0,AMPICILLIN / SULBACTAM,
Pus,Overall,Gram negative,Klebsiella pneumoniae,36.0,CEFAZOLIN,
Pus,Overall,Gram negative,Klebsiella pneumoniae,36.0,CEFEPIME,
Pus,Overall,Gram negative,Klebsiella pneumoniae,36.0,CEFOPERAZONE / SULBACTAM,77.77777862548828
Pus,Overall,Gram negative,Klebsiella pneumoniae,36.0,CEFOTAXIME,
Pus,Overall,Gram negative,Klebsiella pneumoniae,36.0,CEFOXITIN,
Pus,Overall,Gram negative,Klebsiella pneumoniae,36.0,CEFTAZIDIME,61.11111068725586
Pus,Overall,Gram negative,Klebsiella pneumoniae,36.0,CEFTRIAXONE,58.33333206176758
Pus,Overall,Gram negative,Klebsiella pneumoniae,36.0,CEFUROXIME SODIUM (PARENTERAL),
Pus,Overall,Gram negative,Klebsiella pneumoniae,36.0,CHLORAMPHENICOL,
Pus,Overall,Gram negative,Klebsiella pneumoniae,36.0,CIPROFLOXACIN,41.66666412353516
Pus,Overall,Gram negative,Klebsiella pneumoniae,36.0,CO-TRIMOXAZOLE,
Pus,Overall,Gram negative,Klebsiella pneumoniae,36.0,COLISTIN BY MIC,100.0
Pus,Overall,Gram negative,Klebsiella pneumoniae,36.0,ERTAPENEM,83.33332824707031
Pus,Overall,Gram negative,Klebsiella pneumoniae,36.0,GENTAMICIN,
Pus,Overall,Gram negative,Klebsiella pneumoniae,36.0,IMIPENEM,88.8888931274414
Pus,Overall,Gram negative,Klebsiella pneumoniae,36.0,LEVOFLOXACIN,38.88888931274414
Pus,Overall,Gram negative,Klebsiella pneumoniae,36.0,MEROPENEM,86.1111068725586
Pus,Overall,Gram negative,Klebsiella pneumoniae,36.0,PIPERACILLIN / TAZOBACTAM,69.44444274902344
Pus,Overall,Gram negative,Klebsiella pneumoniae,36.0,TETRACYCLINE,
Pus,Overall,Gram negative,Klebsiella spp.,7.0,AMIKACIN,100.0
Pus,Overall,Gram negative,Klebsiella spp.,7.0,AMOXICILLIN/CLAVULANIC ACID,57.142860412597656
Pus,Overall,Gram negative,Klebsiella spp.,7.0,AMPICILLIN,
Pus,Overall,Gram negative,Klebsiella spp.,7.0,AMPICILLIN / SULBACTAM,
Pus,Overall,Gram negative,Klebsiella spp.,7.0,CEFAZOLIN,
Pus,Overall,Gram negative,Klebsiella spp.,7.0,CEFEPIME,
Pus,Overall,Gram negative,Klebsiella spp.,7.0,CEFOPERAZONE / SULBACTAM,100.0
Pus,Overall,Gram negative,Klebsiella spp.,7.0,CEFOTAXIME,
Pus,Overall,Gram negative,Klebsiella spp.,7.0,CEFOXITIN,
Pus,Overall,Gram negative,Klebsiella spp.,7.0,CEFTAZIDIME,85.71428680419922
Pus,Overall,Gram negative,Klebsiella spp.,7.0,CEFTRIAXONE,85.71428680419922
Pus,Overall,Gram negative,Klebsiella spp.,7.0,CEFUROXIME SODIUM (PARENTERAL),
Pus,Overall,Gram negative,Klebsiella spp.,7.0,CHLORAMPHENICOL,
Pus,Overall,Gram negative,Klebsiella spp.,7.0,CIPROFLOXACIN,85.71428680419922
Pus,Overall,Gram negative,Klebsiella spp.,7.0,CO-TRIMOXAZOLE,
Pus,Overall,Gram negative,Klebsiella spp.,7.0,COLISTIN BY MIC,85.71428871154785
Pus,Overall,Gram negative,Klebsiella spp.,7.0,ERTAPENEM,100.0
Pus,Overall,Gram negative,Klebsiella spp.,7.0,GENTAMICIN,
Pus,Overall,Gram negative,Klebsiella spp.,7.0,IMIPENEM,85.71428680419922
Pus,Overall,Gram negative,Klebsiella spp.,7.0,LEVOFLOXACIN,85.71428680419922
Pus,Overall,Gram negative,Klebsiella spp.,7.0,MEROPENEM,100.0
Pus,Overall,Gram negative,Klebsiella spp.,7.0,PIPERACILLIN / TAZOBACTAM,100.0
Pus,Overall,Gram negative,Klebsiella spp.,7.0,TETRACYCLINE,
Pus,Overall,Gram negative,Morganella morganii,6.0,AMIKACIN,66.66667175292969
Pus,Overall,Gram negative,Morganella morganii,6.0,AMOXICILLIN/CLAVULANIC ACID,
Pus,Overall,Gram negative,Morganella morganii,6.0,AMPICILLIN,
Pus,Overall,Gram negative,Morganella morganii,6.0,AMPICILLIN / SULBACTAM,
Pus,Overall,Gram negative,Morganella morganii,6.0,CEFAZOLIN,
Pus,Overall,Gram negative,Morganella morganii,6.0,CEFEPIME,
Pus,Overall,Gram negative,Morganella morganii,6.0,CEFOPERAZONE / SULBACTAM,83.33332824707031
Pus,Overall,Gram negative,Morganella morganii,6.0,CEFOTAXIME,
Pus,Overall,Gram negative,Morganella morganii,6.0,CEFOXITIN,
Pus,Overall,Gram negative,Morganella morganii,6.0,CEFTAZIDIME,83.33332824707031
Pus,Overall,Gram negative,Morganella morganii,6.0,CEFTRIAXONE,83.33332824707031
Pus,Overall,Gram negative,Morganella morganii,6.0,CEFUROXIME SODIUM (PARENTERAL),
Pus,Overall,Gram negative,Morganella morganii,6.0,CHLORAMPHENICOL,
Pus,Overall,Gram negative,Morganella morganii,6.0,CIPROFLOXACIN,66.66667175292969
Pus,Overall,Gram negative,Morganella morganii,6.0,CO-TRIMOXAZOLE,
Pus,Overall,Gram negative,Morganella morganii,6.0,COLISTIN BY MIC,
Pus,Overall,Gram negative,Morganella morganii,6.0,ERTAPENEM,100.0
Pus,Overall,Gram negative,Morganella morganii,6.0,GENTAMICIN,
Pus,Overall,Gram negative,Morganella morganii,6.0,IMIPENEM,0.0
Pus,Overall,Gram negative,Morganella morganii,6.0,LEVOFLOXACIN,66.66667175292969
Pus,Overall,Gram negative,Morganella morganii,6.0,MEROPENEM,100.0
Pus,Overall,Gram negative,Morganella morganii,6.0,PIPERACILLIN / TAZOBACTAM,100.0
Pus,Overall,Gram negative,Morganella morganii,6.0,TETRACYCLINE,
Pus,Overall,Gram negative,Proteus mirabilis,22.0,AMIKACIN,100.0
Pus,Overall,Gram negative,Proteus mirabilis,22.0,AMOXICILLIN/CLAVULANIC ACID,45.45454788208008
Pus,Overall,Gram negative,Proteus mirabilis,22.0,AMPICILLIN,
Pus,Overall,Gram negative,Proteus mirabilis,22.0,AMPICILLIN / SULBACTAM,
Pus,Overall,Gram negative,Proteus mirabilis,22.0,CEFAZOLIN,
Pus,Overall,Gram negative,Proteus mirabilis,22.0,CEFEPIME,
Pus,Overall,Gram negative,Proteus mirabilis,22.0,CEFOPERAZONE / SULBACTAM,100.0
Pus,Overall,Gram negative,Proteus mirabilis,22.0,CEFOTAXIME,
Pus,Overall,Gram negative,Proteus mirabilis,22.0,CEFOXITIN,
Pus,Overall,Gram negative,Proteus mirabilis,22.0,CEFTAZIDIME,86.36363983154297
Pus,Overall,Gram negative,Proteus mirabilis,22.0,CEFTRIAXONE,81.81818389892578
Pus,Overall,Gram negative,Proteus mirabilis,22.0,CEFUROXIME SODIUM (PARENTERAL),
Pus,Overall,Gram negative,Proteus mirabilis,22.0,CHLORAMPHENICOL,
Pus,Overall,Gram negative,Proteus mirabilis,22.0,CIPROFLOXACIN,54.54545593261719
Pus,Overall,Gram negative,Proteus mirabilis,22.0,CO-TRIMOXAZOLE,
Pus,Overall,Gram negative,Proteus mirabilis,22.0,COLISTIN BY MIC,
Pus,Overall,Gram negative,Proteus mirabilis,22.0,ERTAPENEM,86.36363983154297
Pus,Overall,Gram negative,Proteus mirabilis,22.0,GENTAMICIN,
Pus,Overall,Gram negative,Proteus mirabilis,22.0,IMIPENEM,4.545454502105713
Pus,Overall,Gram negative,Proteus mirabilis,22.0,LEVOFLOXACIN,54.54545593261719
Pus,Overall,Gram negative,Proteus mirabilis,22.0,MEROPENEM,85.71428680419922
Pus,Overall,Gram negative,Proteus mirabilis,22.0,PIPERACILLIN / TAZOBACTAM,86.36363983154297
Pus,Overall,Gram negative,Proteus mirabilis,22.0,TETRACYCLINE,
Pus,Overall,Gram negative,Pseudomonas aeruginosa,24.0,AMOXICILLIN/CLAVULANIC ACID,
Pus,Overall,Gram negative,Pseudomonas aeruginosa,24.0,AMPICILLIN,
Pus,Overall,Gram negative,Pseudomonas aeruginosa,24.0,AMPICILLIN / SULBACTAM,
Pus,Overall,Gram negative,Pseudomonas aeruginosa,24.0,CEFEPIME,
Pus,Overall,Gram negative,Pseudomonas aeruginosa,24.0,CEFOTAXIME,
Pus,Overall,Gram negative,Pseudomonas aeruginosa,24.0,CEFTAZIDIME,62.5
Pus,Overall,Gram negative,Pseudomonas aeruginosa,24.0,CEFTRIAXONE,
Pus,Overall,Gram negative,Pseudomonas aeruginosa,24.0,CHLORAMPHENICOL,
Pus,Overall,Gram negative,Pseudomonas aeruginosa,24.0,CIPROFLOXACIN,83.33332824707031
Pus,Overall,Gram negative,Pseudomonas aeruginosa,24.0,CO-TRIMOXAZOLE,
Pus,Overall,Gram negative,Pseudomonas aeruginosa,24.0,COLISTIN BY MIC,87.5
Pus,Overall,Gram negative,Pseudomonas aeruginosa,24.0,ERTAPENEM,
Pus,Overall,Gram negative,Pseudomonas aeruginosa,24.0,IMIPENEM,75.0
Pus,Overall,Gram negative,Pseudomonas aeruginosa,24.0,LEVOFLOXACIN,70.83332824707031
Pus,Overall,Gram negative,Pseudomonas aeruginosa,24.0,MEROPENEM,75.0
Pus,Overall,Gram negative,Pseudomonas aeruginosa,24.0,PIPERACILLIN / TAZOBACTAM,52.17391204833984
Pus,Overall,Gram negative,Pseudomonas aeruginosa,24.0,TETRACYCLINE,
Pus,Overall,Gram negative,Serratia marcescens,2.0,AMIKACIN,100.0
Pus,Overall,Gram negative,Serratia marcescens,2.0,AMOXICILLIN/CLAVULANIC ACID,
Pus,Overall,Gram negative,Serratia marcescens,2.0,AMPICILLIN,
Pus,Overall,Gram negative,Serratia marcescens,2.0,AMPICILLIN / SULBACTAM,
Pus,Overall,Gram negative,Serratia marcescens,2.0,CEFAZOLIN,
Pus,Overall,Gram negative,Serratia marcescens,2.0,CEFEPIME,
Pus,Overall,Gram negative,Serratia marcescens,2.0,CEFOPERAZONE / SULBACTAM,100.0
Pus,Overall,Gram negative,Serratia marcescens,2.0,CEFOTAXIME,
Pus,Overall,Gram negative,Serratia marcescens,2.0,CEFOXITIN,
Pus,Overall,Gram negative,Serratia marcescens,2.0,CEFTAZIDIME,100.0
Pus,Overall,Gram negative,Serratia marcescens,2.0,CEFTRIAXONE,100.0
Pus,Overall,Gram negative,Serratia marcescens,2.0,CEFUROXIME SODIUM (PARENTERAL),
Pus,Overall,Gram negative,Serratia marcescens,2.0,CHLORAMPHENICOL,
Pus,Overall,Gram negative,Serratia marcescens,2.0,CIPROFLOXACIN,100.0
Pus,Overall,Gram negative,Serratia marcescens,2.0,CO-TRIMOXAZOLE,
Pus,Overall,Gram negative,Serratia marcescens,2.0,COLISTIN BY MIC,
Pus,Overall,Gram negative,Serratia marcescens,2.0,ERTAPENEM,100.0
Pus,Overall,Gram negative,Serratia marcescens,2.0,GENTAMICIN,
Pus,Overall,Gram negative,Serratia marcescens,2.0,IMIPENEM,
Pus,Overall,Gram negative,Serratia marcescens,2.0,LEVOFLOXACIN,100.0
Pus,Overall,Gram negative,Serratia marcescens,2.0,MEROPENEM,100.0
Pus,Overall,Gram negative,Serratia marcescens,2.0,PIPERACILLIN / TAZOBACTAM,
Pus,Overall,Gram negative,Serratia marcescens,2.0,TETRACYCLINE,
Pus,Overall,Gram positive,Enterococcus faecalis,11.0,AMIKACIN,
Pus,Overall,Gram positive,Enterococcus faecalis,11.0,AMPICILLIN,100.0
Pus,Overall,Gram positive,Enterococcus faecalis,11.0,CEFAZOLIN,
Pus,Overall,Gram positive,Enterococcus faecalis,11.0,CEFEPIME,
Pus,Overall,Gram positive,Enterococcus faecalis,11.0,CEFOPERAZONE / SULBACTAM,
Pus,Overall,Gram positive,Enterococcus faecalis,11.0,CEFOTAXIME,
Pus,Overall,Gram positive,Enterococcus faecalis,11.0,CEFTAZIDIME,
Pus,Overall,Gram positive,Enterococcus faecalis,11.0,CEFTRIAXONE,
Pus,Overall,Gram positive,Enterococcus faecalis,11.0,CEFUROXIME SODIUM (PARENTERAL),
Pus,Overall,Gram positive,Enterococcus faecalis,11.0,CLINDAMYCIN,
Pus,Overall,Gram positive,Enterococcus faecalis,11.0,CO-TRIMOXAZOLE,
Pus,Overall,Gram positive,Enterococcus faecalis,11.0,ERYTHROMYCIN,0.0
Pus,Overall,Gram positive,Enterococcus faecalis,11.0,GENTAMICIN,
Pus,Overall,Gram positive,Enterococcus faecalis,11.0,GENTAMICIN 120 ΜG,
Pus,Overall,Gram positive,Enterococcus faecalis,11.0,PENICILLIN,
Pus,Overall,Gram positive,Enterococcus faecalis,11.0,PENICILLIN BY MIC,
Pus,Overall,Gram positive,Enterococcus faecalis,11.0,TEICOPLANIN,
Pus,Overall,Gram positive,Enterococcus faecalis,11.0,VANCOMYCIN,90.90909576416016
Pus,Overall,Gram positive,Enterococcus faecium,1.0,AMIKACIN,
Pus,Overall,Gram positive,Enterococcus faecium,1.0,AMPICILLIN,0.0
Pus,Overall,Gram positive,Enterococcus faecium,1.0,CEFAZOLIN,
Pus,Overall,Gram positive,Enterococcus faecium,1.0,CEFEPIME,
Pus,Overall,Gram positive,Enterococcus faecium,1.0,CEFOPERAZONE / SULBACTAM,
Pus,Overall,Gram positive,Enterococcus faecium,1.0,CEFOTAXIME,
Pus,Overall,Gram positive,Enterococcus faecium,1.0,CEFTAZIDIME,
Pus,Overall,Gram positive,Enterococcus faecium,1.0,CEFTRIAXONE,
Pus,Overall,Gram positive,Enterococcus faecium,1.0,CEFUROXIME SODIUM (PARENTERAL),
Pus,Overall,Gram positive,Enterococcus faecium,1.0,CLINDAMYCIN,
Pus,Overall,Gram positive,Enterococcus faecium,1.0,CO-TRIMOXAZOLE,
Pus,Overall,Gram positive,Enterococcus faecium,1.0,ERYTHROMYCIN,0.0
Pus,Overall,Gram positive,Enterococcus faecium,1.0,GENTAMICIN,
Pus,Overall,Gram positive,Enterococcus faecium,1.0,GENTAMICIN 120 ΜG,
Pus,Overall,Gram positive,Enterococcus faecium,1.0,PENICILLIN,
Pus,Overall,Gram positive,Enterococcus faecium,1.0,PENICILLIN BY MIC,
Pus,Overall,Gram positive,Enterococcus faecium,1.0,TEICOPLANIN,
Pus,Overall,Gram positive,Enterococcus faecium,1.0,VANCOMYCIN,100.0
Pus,Overall,Gram positive,Enterococcus spp.,2.0,AMPICILLIN,0.0
Pus,Overall,Gram positive,Enterococcus spp.,2.0,ERYTHROMYCIN,0.0
Pus,Overall,Gram positive,Enterococcus spp.,2.0,GENTAMICIN 120 ΜG,
Pus,Overall,Gram positive,Enterococcus spp.,2.0,PENICILLIN,
Pus,Overall,Gram positive,Enterococcus spp.,2.0,PENICILLIN BY MIC,
Pus,Overall,Gram positive,Enterococcus spp.,2.0,TEICOPLANIN,
Pus,Overall,Gram positive,Enterococcus spp.,2.0,VANCOMYCIN,100.0
Pus,Overall,Gram positive,Staphylococcus aureus (all isolates),62.0,CHLORAMPHENICOL,
Pus,Overall,Gram positive,Staphylococcus aureus (all isolates),62.0,CIPROFLOXACIN,98.38710021972656
Pus,Overall,Gram positive,Staphylococcus aureus (all isolates),62.0,CLINDAMYCIN,72.58065032958984
Pus,Overall,Gram positive,Staphylococcus aureus (all isolates),62.0,CO-TRIMOXAZOLE,96.7741928100586
Pus,Overall,Gram positive,Staphylococcus aureus (all isolates),62.0,ERYTHROMYCIN,69.3548355102539
Pus,Overall,Gram positive,Staphylococcus aureus (all isolates),62.0,GENTAMICIN,98.38710021972656
Pus,Overall,Gram positive,Staphylococcus aureus (all isolates),62.0,LEVOFLOXACIN,
Pus,Overall,Gram positive,Staphylococcus aureus (all isolates),62.0,OXACILLIN,
Pus,Overall,Gram positive,Staphylococcus aureus (all isolates),62.0,PENICILLIN,
Pus,Overall,Gram positive,Staphylococcus aureus (all isolates),62.0,PENICILLIN BY MIC,11.290322303771973
Pus,Overall,Gram positive,Staphylococcus aureus (all isolates),62.0,TEICOPLANIN,
Pus,Overall,Gram positive,Staphylococcus aureus (all isolates),62.0,TETRACYCLINE,35.48387145996094
Pus,Overall,Gram positive,Staphylococcus aureus (all isolates),62.0,VANCOMYCIN,98.4
Pus,Overall,Gram positive,"Staphylococcus,coagulase negative",3.0,CHLORAMPHENICOL,
Pus,Overall,Gram positive,"Staphylococcus,coagulase negative",3.0,CIPROFLOXACIN,66.66667175292969
Pus,Overall,Gram positive,"Staphylococcus,coagulase negative",3.0,CLINDAMYCIN,33.333335876464844
Pus,Overall,Gram positive,"Staphylococcus,coagulase negative",3.0,CO-TRIMOXAZOLE,100.0
Pus,Overall,Gram positive,"Staphylococcus,coagulase negative",3.0,ERYTHROMYCIN,33.333335876464844
Pus,Overall,Gram positive,"Staphylococcus,coagulase negative",3.0,GENTAMICIN,100.0
Pus,Overall,Gram positive,"Staphylococcus,coagulase negative",3.0,LEVOFLOXACIN,
Pus,Overall,Gram positive,"Staphylococcus,coagulase negative",3.0,OXACILLIN,
Pus,Overall,Gram positive,"Staphylococcus,coagulase negative",3.0,PENICILLIN,
Pus,Overall,Gram positive,"Staphylococcus,coagulase negative",3.0,PENICILLIN BY MIC,0.0
